"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	47	8090830	0.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	61	7903267	0.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2020 "	"2020"	"Female"	"F"	68	8199823	0.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2020 "	"2020"	"Male"	"M"	53	8013795	0.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	25	8385352	0.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	38	8052476	0.5
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	16	8328113	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	14	8003490	Unreliable
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	53	8273478	0.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	74	7951268	0.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	123	8249523	1.5
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	126	7930156	1.6
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	25	8246924	0.3
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	29	7923440	0.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	54	8235356	0.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	54	7922550	0.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2017"	"2017"	"Female"	"F"	58	8214327	0.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2017"	"2017"	"Male"	"M"	67	7901649	0.8
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	139	8137496	1.7
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	150	7822420	1.9
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	84	8039461	1.0
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	83	7723580	1.1
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2020 "	"2020"	"Female"	"F"	108	7990775	1.4
	"Census Region 3: South"	"CENS-R3"	"45-54 years"	"45-54"	"2020 "	"2020"	"Male"	"M"	115	7670890	1.5
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	38	7303621	0.5
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	32	6681766	0.5
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	21	7404564	0.3
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	13	6761062	Unreliable
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	74	7537361	1.0
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	86	6881910	1.2
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	165	7693808	2.1
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	217	7020291	3.1
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	72	7867062	0.9
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	66	7183212	0.9
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	74	8012217	0.9
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	91	7320282	1.2
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2017"	"2017"	"Female"	"F"	109	8146049	1.3
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2017"	"2017"	"Male"	"M"	111	7444425	1.5
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	275	8244202	3.3
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	290	7544338	3.8
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	171	8319354	2.1
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	189	7629235	2.5
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2020 "	"2020"	"Female"	"F"	197	8363721	2.4
	"Census Region 3: South"	"CENS-R3"	"55-64 years"	"55-64"	"2020 "	"2020"	"Male"	"M"	228	7680463	3.0
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2011"	"2011"	"Female"	"F"	33	4604359	0.7
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	24	4005412	0.6
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2012"	"2012"	"Female"	"F"	17	4909121	Unreliable
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	19	4283123	Unreliable
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2013"	"2013"	"Female"	"F"	72	5153847	1.4
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	80	4503512	1.8
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2014"	"2014"	"Female"	"F"	102	5405132	1.9
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	146	4714557	3.1
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2015"	"2015"	"Female"	"F"	100	5642671	1.8
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	107	4914602	2.2
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2016"	"2016"	"Female"	"F"	70	5875510	1.2
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	65	5102335	1.3
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2017"	"2017"	"Female"	"F"	185	6087634	3.0
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2017"	"2017"	"Male"	"M"	177	5264944	3.4
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	313	6265118	5.0
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	330	5397362	6.1
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	209	6471977	3.2
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	214	5558889	3.8
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2020 "	"2020"	"Female"	"F"	243	6706174	3.6
	"Census Region 3: South"	"CENS-R3"	"65-74 years"	"65-74"	"2020 "	"2020"	"Male"	"M"	252	5740854	4.4
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2011"	"2011"	"Female"	"F"	45	2799253	1.6
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2011"	"2011"	"Male"	"M"	28	2052821	1.4
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2012"	"2012"	"Female"	"F"	39	2824385	1.4
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2012"	"2012"	"Male"	"M"	37	2095561	1.8
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2013"	"2013"	"Female"	"F"	88	2868402	3.1
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2013"	"2013"	"Male"	"M"	85	2154388	3.9
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2014"	"2014"	"Female"	"F"	126	2927332	4.3
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2014"	"2014"	"Male"	"M"	136	2219638	6.1
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2015"	"2015"	"Female"	"F"	219	2991851	7.3
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2015"	"2015"	"Male"	"M"	189	2285208	8.3
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2016"	"2016"	"Female"	"F"	72	3074033	2.3
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2016"	"2016"	"Male"	"M"	56	2359203	2.4
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2017"	"2017"	"Female"	"F"	247	3174561	7.8
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2017"	"2017"	"Male"	"M"	214	2456509	8.7
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	427	3326628	12.8
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	438	2593572	16.9
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	205	3460609	5.9
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	205	2705341	7.6
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2020 "	"2020"	"Female"	"F"	221	3578424	6.2
	"Census Region 3: South"	"CENS-R3"	"75-84 years"	"75-84"	"2020 "	"2020"	"Male"	"M"	207	2803463	7.4
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2011"	"2011"	"Female"	"F"	73	1284846	5.7
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2011"	"2011"	"Male"	"M"	39	630908	6.2
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2012"	"2012"	"Female"	"F"	107	1318495	8.1
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2012"	"2012"	"Male"	"M"	36	659845	5.5
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2013"	"2013"	"Female"	"F"	224	1353993	16.5
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2013"	"2013"	"Male"	"M"	139	692894	20.1
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2014"	"2014"	"Female"	"F"	219	1379465	15.9
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2014"	"2014"	"Male"	"M"	128	721830	17.7
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2015"	"2015"	"Female"	"F"	436	1409757	30.9
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2015"	"2015"	"Male"	"M"	264	751534	35.1
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2016"	"2016"	"Female"	"F"	87	1433981	6.1
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2016"	"2016"	"Male"	"M"	60	776142	7.7
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2017"	"2017"	"Female"	"F"	443	1445341	30.7
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2017"	"2017"	"Male"	"M"	284	799341	35.5
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	742	1466719	50.6
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	490	824890	59.4
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	304	1481449	20.5
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	167	850457	19.6
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2020 "	"2020"	"Female"	"F"	213	1501557	14.2
	"Census Region 3: South"	"CENS-R3"	"85+ years"	"85+"	"2020 "	"2020"	"Male"	"M"	144	875073	16.5
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2011"	"2011"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2011"	"2011"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2012"	"2012"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2012"	"2012"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2013"	"2013"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2013"	"2013"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2014"	"2014"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2014"	"2014"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2015"	"2015"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2015"	"2015"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2016"	"2016"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2016"	"2016"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2017"	"2017"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2020 "	"2020"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Not Stated"	"NS"	"2020 "	"2020"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2011"	"2011"	"Female"	"F"	Suppressed	479895	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2011"	"2011"	"Male"	"M"	Suppressed	502066	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2012"	"2012"	"Female"	"F"	Suppressed	479365	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2012"	"2012"	"Male"	"M"	Suppressed	501598	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2013"	"2013"	"Female"	"F"	Suppressed	473859	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2013"	"2013"	"Male"	"M"	Suppressed	495952	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2014"	"2014"	"Female"	"F"	Suppressed	476471	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2014"	"2014"	"Male"	"M"	Suppressed	497973	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2015"	"2015"	"Female"	"F"	Suppressed	477187	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2015"	"2015"	"Male"	"M"	Suppressed	499920	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2016"	"2016"	"Female"	"F"	Suppressed	477749	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2016"	"2016"	"Male"	"M"	Suppressed	500158	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2017"	"2017"	"Female"	"F"	Suppressed	470496	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2017"	"2017"	"Male"	"M"	Suppressed	493031	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	Suppressed	459829	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	Suppressed	481858	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	Suppressed	446751	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	Suppressed	468131	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2020 "	"2020"	"Female"	"F"	Suppressed	435585	Suppressed
	"Census Region 4: West"	"CENS-R4"	"< 1 year"	"1"	"2020 "	"2020"	"Male"	"M"	Suppressed	455159	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	Suppressed	1947437	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	Suppressed	2039969	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	Suppressed	1934914	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	Suppressed	2022647	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	Suppressed	1912425	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	Suppressed	1996889	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	Suppressed	1911367	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	Suppressed	1996814	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	Suppressed	1903560	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	Suppressed	1995057	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	Suppressed	1907344	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	Suppressed	1999018	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	Suppressed	1906701	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	Suppressed	1999668	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	Suppressed	1897629	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	Suppressed	1990540	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	Suppressed	1863884	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	Suppressed	1954176	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	Suppressed	1821212	Suppressed
	"Census Region 4: West"	"CENS-R4"	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	Suppressed	1905221	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2011"	"2011"	"Female"	"F"	Suppressed	4830517	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2011"	"2011"	"Male"	"M"	Suppressed	5051580	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2012"	"2012"	"Female"	"F"	Suppressed	4841195	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2012"	"2012"	"Male"	"M"	Suppressed	5068222	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2013"	"2013"	"Female"	"F"	Suppressed	4863264	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2013"	"2013"	"Male"	"M"	Suppressed	5092301	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2014"	"2014"	"Female"	"F"	Suppressed	4874713	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2014"	"2014"	"Male"	"M"	Suppressed	5091624	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2015"	"2015"	"Female"	"F"	Suppressed	4880291	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2015"	"2015"	"Male"	"M"	Suppressed	5090857	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2016"	"2016"	"Female"	"F"	Suppressed	4883039	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2016"	"2016"	"Male"	"M"	Suppressed	5095846	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2017"	"2017"	"Female"	"F"	Suppressed	4892426	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2017"	"2017"	"Male"	"M"	Suppressed	5110331	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	Suppressed	4897794	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	Suppressed	5121732	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	11	4885236	Unreliable
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	Suppressed	5111495	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2020 "	"2020"	"Female"	"F"	Suppressed	4872630	Suppressed
	"Census Region 4: West"	"CENS-R4"	"5-14 years"	"5-14"	"2020 "	"2020"	"Male"	"M"	Suppressed	5104745	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2011"	"2011"	"Female"	"F"	11	5078543	Unreliable
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2011"	"2011"	"Male"	"M"	Suppressed	5440190	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2012"	"2012"	"Female"	"F"	Suppressed	5105127	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	Suppressed	5457973	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2013"	"2013"	"Female"	"F"	Suppressed	5102053	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	Suppressed	5453714	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2014"	"2014"	"Female"	"F"	Suppressed	5101666	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	Suppressed	5444283	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2015"	"2015"	"Female"	"F"	Suppressed	5074077	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	Suppressed	5424912	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2016"	"2016"	"Female"	"F"	Suppressed	5028275	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	Suppressed	5372340	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2017"	"2017"	"Female"	"F"	Suppressed	4993639	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2017"	"2017"	"Male"	"M"	Suppressed	5317171	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	11	4984247	Unreliable
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	14	5292956	Unreliable
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	Suppressed	4959965	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	Suppressed	5253933	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2020 "	"2020"	"Female"	"F"	Suppressed	4945198	Suppressed
	"Census Region 4: West"	"CENS-R4"	"15-24 years"	"15-24"	"2020 "	"2020"	"Male"	"M"	10	5232035	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2011"	"2011"	"Female"	"F"	13	5043325	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	16	5302175	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2012"	"2012"	"Female"	"F"	Suppressed	5095545	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	Suppressed	5378299	Suppressed
